user_id,jd_poi,score,time,time_stamp,
204894011,701732,0,2016/8/9,1470672000,
208694076,701732,5,2015/10/30,1446134400,
237897457,701732,5,2018/3/30,1522339200,
301184227,701732,5,2019/3/14,1552492800,
308407962,701732,5,2019/5/31,1559232000,
164698473,701762,5,2015/7/11,1436544000,
281910113,701762,3,2018/5/26,1527264000,
120277620,701873,5,2016/4/6,1459872000,
139242968,701873,4,2015/7/14,1436803200,
152750794,701873,4,2015/8/24,1440345600,
190523721,701873,0,2017/3/24,1490284800,
139242968,701891,4,2015/7/13,1436716800,
139242968,701891,4,2016/2/21,1455984000,
151773091,701891,0,2017/12/20,1513699200,
154073612,701891,0,2016/10/8,1475856000,
155630583,701891,3,2017/5/23,1495468800,
158668754,701891,5,2017/12/26,1514217600,
160267296,701891,0,2015/1/22,1421856000,
176513639,701891,3,2015/6/6,1433520000,
189789998,701891,3,2015/6/19,1434643200,
193190324,701891,0,2016/3/22,1458576000,
10136998,701892,5,2017/12/30,1514563200,
139242968,701922,4,2015/7/14,1436803200,
139242968,701922,4,2016/2/21,1455984000,
158329081,701922,0,2019/4/25,1556121600,
214880842,701922,5,2016/1/29,1453996800,
125273096,702046,5,2017/12/20,1513699200,
126645624,702046,4,2015/2/8,1423324800,
139242968,702046,5,2015/7/11,1436544000,
139807034,702046,1,2015/4/14,1428940800,
143995929,702046,5,2016/6/25,1466784000,
150013076,702046,5,2018/2/24,1519401600,
171053234,702046,5,2018/4/6,1522944000,
175108223,702046,0,2018/5/19,1526659200,
183350402,702046,2,2015/10/11,1444492800,
206092065,702046,5,2015/11/21,1448035200,
206092065,702046,5,2017/2/24,1487865600,
206405389,702046,5,2015/10/5,1443974400,
226525945,702046,5,2016/3/22,1458576000,
334599572,702046,0,2020/3/29,1585411200,
1067556,702061,4,2015/1/26,1422201600,
1844660,702061,5,2015/8/19,1439913600,
3528790,702061,4,2016/5/30,1464537600,
3623880,702061,4,2015/6/15,1434297600,
4379816,702061,4,2015/8/28,1440691200,
4860452,702061,0,2012/12/1,1354291200,
5372912,702061,0,2015/9/1,1441036800,
5599052,702061,3,2015/4/12,1428768000,
6590918,702061,0,2017/12/18,1513526400,
7821122,702061,0,2017/1/8,1483804800,
11179638,702061,0,2015/5/27,1432656000,
125191742,702061,4,2015/1/31,1422633600,
125255382,702061,0,2015/2/9,1423411200,
129060618,702061,3,2016/1/12,1452528000,
130079644,702061,0,2016/1/19,1453132800,
136202940,702061,4,2019/5/20,1558281600,
142764719,702061,0,2014/11/23,1416672000,
145713997,702061,0,2014/12/24,1419350400,
147077643,702061,3,2014/4/14,1397404800,
147526465,702061,0,2015/10/16,1444924800,
148423482,702061,0, ,#VALUE!,
148423482,702061,0,2017/9/8,1504800000,
151253859,702061,0,2015/12/22,1450713600,
152156370,702061,0,2014/10/12,1413043200,
157176162,702061,0,2017/1/17,1484582400,
163660137,702061,4,2015/8/15,1439568000,
164347601,702061,0,2014/11/21,1416499200,
165351646,702061,0,2015/6/17,1434470400,
169671320,702061,0,2015/9/23,1442937600,
171794632,702061,0,2016/8/25,1472054400,
172791863,702061,0,2015/2/2,1422806400,
174854441,702061,4,2016/2/3,1454428800,
175108223,702061,0,2018/5/19,1526659200,
176192323,702061,4,2015/4/6,1428249600,
176878307,702061,0,2017/1/3,1483372800,
176880239,702061,3,2017/5/16,1494864000,
177250430,702061,5,2015/10/8,1444233600,
180015767,702061,0,2017/5/2,1493654400,
185799766,702061,4,2016/4/8,1460044800,
186748891,702061,5,2015/8/18,1439827200,
188639972,702061,0,2017/4/16,1492272000,
188989289,702061,5,2017/7/18,1500307200,
189520987,702061,0,2018/3/20,1521475200,
191372234,702061,0,2018/1/13,1515772800,
191793410,702061,0,2015/7/20,1437321600,
192092725,702061,0,2016/9/21,1474387200,
192689535,702061,0,2017/4/27,1493222400,
197255406,702061,4,2015/12/10,1449676800,
198823848,702061,5,2017/4/18,1492444800,
199618056,702061,4,2017/8/16,1502812800,
199698100,702061,0,2017/10/17,1508169600,
202312076,702061,4,2015/9/8,1441641600,
202370696,702061,4,2016/3/18,1458230400,
206959581,702061,4,2015/10/8,1444233600,
209202924,702061,4,2015/10/30,1446134400,
217149529,702061,5,2017/6/25,1498320000,
222189080,702061,0,2017/9/19,1505750400,
239669405,702061,5,2016/9/23,1474560000,
244042811,702061,5,2017/4/25,1493049600,
246260974,702061,0,2017/10/15,1507996800,
252636473,702061,0,2017/4/4,1491235200,
254451665,702061,0,2017/4/23,1492876800,
254961605,702061,0,2017/5/19,1495123200,
290187570,702061,0,2018/8/31,1535644800,
5478860,702105,3,2016/9/7,1473177600,
10724,702129,4,2014/4/29,1398700800,
119056,702129,0,2016/9/19,1474214400,
302773,702129,4,2016/5/16,1463328000,
302773,702129,4,2016/8/23,1471881600,
302773,702129,4,2019/8/28,1566921600,
555373,702129,3,2015/4/15,1429027200,
555373,702129,2,2015/4/15,1429027200,
835766,702129,5,2017/6/5,1496592000,
835766,702129,4,2017/6/6,1496678400,
835766,702129,5,2017/6/6,1496678400,
924151,702129,0,2014/10/17,1413475200,
994170,702129,5,2016/8/28,1472313600,
994170,702129,4,2016/8/28,1472313600,
1000611,702129,4,2015/1/10,1420819200,
1077169,702129,5,2014/4/17,1397664000,
1077169,702129,5,2014/4/26,1398441600,
1133785,702129,0,2014/6/24,1403539200,
1297354,702129,4,2016/9/13,1473696000,
1297354,702129,0,2016/9/13,1473696000,
1339442,702129,3,2015/3/26,1427299200,
1364511,702129,4,2016/6/13,1465747200,
1364511,702129,3,2016/6/13,1465747200,
1364511,702129,5,2016/6/22,1466524800,
1429902,702129,0,2015/10/15,1444838400,
1617569,702129,0,2020/1/21,1579536000,
1617569,702129,5,2020/1/21,1579536000,
1617569,702129,4,2020/1/22,1579622400,
1617569,702129,5,2020/1/22,1579622400,
1617569,702129,3,2020/1/22,1579622400,
1646481,702129,5,2015/5/1,1430409600,
1740407,702129,5,2018/9/15,1536940800,
1851277,702129,0,2015/7/24,1437667200,
1860166,702129,5,2015/3/30,1427644800,
1974800,702129,4,2018/6/5,1528128000,
1974800,702129,5,2018/6/5,1528128000,
2133854,702129,4,2014/4/23,1398182400,
2211185,702129,4,2015/5/4,1430668800,
2274894,702129,4,2016/6/16,1466006400,
2274894,702129,3,2016/6/16,1466006400,
2274894,702129,4,2016/7/4,1467561600,
2274894,702129,4,2016/7/19,1468857600,
2274894,702129,4,2016/7/21,1469030400,
2467166,702129,4,2016/6/15,1465920000,
2467166,702129,3,2016/6/15,1465920000,
2467166,702129,4,2016/7/4,1467561600,
2467166,702129,4,2016/10/13,1476288000,
4077014,702129,0,2014/9/12,1410451200,
4254040,702129,0,2012/6/4,1338739200,
5679028,702129,4,2017/2/24,1487865600,
5679028,702129,5,2017/2/24,1487865600,
6143148,702129,0,2016/7/13,1468339200,
6143148,702129,0,2017/5/14,1494691200,
6324490,702129,3,2014/4/29,1398700800,
6524076,702129,0,2017/11/30,1511971200,
6541370,702129,0,2018/5/5,1525449600,
6982000,702129,5,2015/3/30,1427644800,
7137556,702129,5,2017/3/12,1489248000,
7137556,702129,0,2017/4/1,1490976000,
7572990,702129,5,2016/11/5,1478275200,
7572990,702129,0,2016/11/5,1478275200,
7572990,702129,4,2016/11/5,1478275200,
7757848,702129,0,2014/8/1,1406822400,
8408366,702129,4,2015/2/6,1423152000,
8408366,702129,3,2015/2/6,1423152000,
8794052,702129,4,2018/4/7,1523030400,
8794052,702129,0,2018/4/7,1523030400,
9292400,702129,5,2016/3/26,1458921600,
9776402,702129,0,2013/6/9,1370707200,
10376140,702129,0,2017/12/22,1513872000,
10560272,702129,0,2017/4/17,1492358400,
10695190,702129,5,2014/10/13,1413129600,
11032972,702129,4,2016/2/10,1455033600,
11049034,702129,5,2018/4/8,1523116800,
11263108,702129,0,2016/8/26,1472140800,
11388074,702129,4,2015/4/1,1427817600,
11391736,702129,0,2016/3/17,1458144000,
11391736,702129,0,2016/3/19,1458316800,
120112390,702129,4,2015/1/19,1421596800,
120164656,702129,4,2015/1/14,1421164800,
120386866,702129,5,2015/6/4,1433347200,
120565450,702129,5,2017/2/12,1486828800,
120576656,702129,5,2019/5/16,1557936000,
120706306,702129,5,2016/9/28,1474992000,
120706306,702129,0,2016/9/28,1474992000,
120706306,702129,0,2016/9/29,1475078400,
121052118,702129,3,2014/9/30,1412006400,
121855190,702129,0,2012/10/11,1349884800,
122013004,702129,4,2015/9/7,1441555200,
122013004,702129,0,2016/7/7,1467820800,
122345372,702129,0,2017/2/4,1486137600,
122424554,702129,4,2015/1/25,1422115200,
122424554,702129,4,2015/1/26,1422201600,
122565002,702129,0,2016/10/20,1476892800,
123110732,702129,4,2017/7/3,1499011200,
123110732,702129,5,2017/7/3,1499011200,
123195526,702129,5,2015/1/29,1422460800,
123312284,702129,5,2016/8/18,1471449600,
123483586,702129,5,2015/8/9,1439049600,
123483586,702129,4,2015/8/9,1439049600,
123667952,702129,0,2016/1/11,1452441600,
123772586,702129,5,2016/6/7,1465228800,
123772586,702129,4,2016/6/7,1465228800,
124382556,702129,5,2015/9/13,1442073600,
124474514,702129,5,2016/9/5,1473004800,
124474514,702129,5,2016/10/8,1475856000,
124588662,702129,5,2014/11/5,1415116800,
125253882,702129,0,2016/12/13,1481558400,
125273096,702129,5,2018/11/1,1541001600,
125273096,702129,4,2018/11/1,1541001600,
126335868,702129,5,2015/6/1,1433088000,
126625160,702129,0,2014/4/22,1398096000,
126625160,702129,4,2014/4/27,1398528000,
126645624,702129,5,2015/2/5,1423065600,
126645624,702129,5,2015/3/20,1426780800,
126645624,702129,5,2015/9/14,1442160000,
126645624,702129,4,2015/9/14,1442160000,
126645624,702129,4,2015/9/16,1442332800,
126645624,702129,5,2015/9/17,1442419200,
126645624,702129,4,2015/9/17,1442419200,
126645624,702129,4,2015/9/18,1442505600,
126645624,702129,5,2015/9/18,1442505600,
126645624,702129,4,2015/12/2,1448985600,
126808820,702129,4,2016/10/30,1477756800,
126958068,702129,5,2015/3/28,1427472000,
127252088,702129,2,2015/4/6,1428249600,
128733706,702129,4,2014/4/18,1397750400,
128797730,702129,4,2015/9/15,1442246400,
128797730,702129,5,2015/9/19,1442592000,
128797730,702129,4,2015/9/19,1442592000,
129699256,702129,5,2015/10/16,1444924800,
129699256,702129,4,2015/11/20,1447948800,
130360382,702129,5,2015/4/29,1430236800,
130727272,702129,0,2016/3/23,1458662400,
130929780,702129,5,2015/8/19,1439913600,
130929780,702129,4,2015/8/19,1439913600,
130929780,702129,3,2015/8/19,1439913600,
130942842,702129,5,2015/1/18,1421510400,
131503774,702129,0,2013/6/24,1372003200,
132543760,702129,0,2013/7/10,1373385600,
132742916,702129,3,2016/8/24,1471968000,
132905498,702129,4,2016/6/19,1466265600,
132905498,702129,5,2016/6/19,1466265600,
132905498,702129,4,2016/6/20,1466352000,
133441376,702129,0,2016/10/18,1476720000,
133470532,702129,0,2017/9/5,1504540800,
133850552,702129,5,2015/11/18,1447776000,
134306190,702129,5,2016/8/24,1471968000,
135101104,702129,0,2015/5/17,1431792000,
135378234,702129,5,2016/6/15,1465920000,
135378234,702129,4,2016/6/15,1465920000,
135378234,702129,5,2016/7/4,1467561600,
135378234,702129,5,2016/8/24,1471968000,
136193002,702129,5,2016/8/16,1471276800,
136554720,702129,0,2016/10/31,1477843200,
136881446,702129,0,2014/7/30,1406649600,
136889744,702129,5,2014/10/4,1412352000,
137365654,702129,4,2018/3/29,1522252800,
137927054,702129,3,2016/5/2,1462118400,
137927054,702129,3,2016/5/3,1462204800,
138208756,702129,5,2015/5/29,1432828800,
139017370,702129,3,2015/5/16,1431705600,
139242968,702129,4,2015/7/11,1436544000,
139242968,702129,5,2015/7/11,1436544000,
139242968,702129,5,2015/7/13,1436716800,
139242968,702129,4,2015/7/14,1436803200,
139242968,702129,4,2016/2/19,1455811200,
139242968,702129,4,2016/8/7,1470499200,
139720178,702129,5,2015/6/25,1435161600,
139720178,702129,5,2015/11/10,1447084800,
139720178,702129,5,2015/11/11,1447171200,
139720178,702129,0,2017/5/18,1495036800,
139720178,702129,5,2017/8/28,1503849600,
139720178,702129,0,2017/9/21,1505923200,
139720178,702129,0,2018/4/10,1523289600,
139720178,702129,0,2018/5/11,1525968000,
139749248,702129,5,2015/7/11,1436544000,
139928696,702129,4,2017/7/20,1500480000,
139928696,702129,5,2017/7/20,1500480000,
139928696,702129,0,2017/7/24,1500825600,
140256350,702129,0,2016/12/23,1482422400,
140388950,702129,0,2014/3/12,1394553600,
140421742,702129,0,2014/11/11,1415635200,
141263892,702129,0,2017/12/1,1512057600,
141515286,702129,5,2017/12/28,1514390400,
141686144,702129,5,2016/9/12,1473609600,
142074796,702129,5,2014/4/15,1397491200,
142709668,702129,0,2018/1/2,1514822400,
142916826,702129,5,2015/11/27,1448553600,
143115810,702129,4,2014/4/22,1398096000,
143427173,702129,0,2015/9/13,1442073600,
143670941,702129,5,2019/8/8,1565193600,
144185311,702129,0,2016/12/9,1481212800,
144441867,702129,5,2015/4/29,1430236800,
144823350,702129,0,2014/11/21,1416499200,
144929573,702129,4,2016/10/7,1475769600,
145110670,702129,0,2015/1/30,1422547200,
145149794,702129,0,2014/4/28,1398614400,
145262322,702129,0,2017/8/8,1502121600,
145268710,702129,4,2014/9/1,1409500800,
145474248,702129,5,2018/4/24,1524499200,
145477227,702129,5,2019/6/12,1560268800,
145690394,702129,0,2014/11/26,1416931200,
145690394,702129,0,2016/11/24,1479916800,
145690394,702129,0,2016/11/25,1480003200,
146037193,702129,0,2016/3/14,1457884800,
146037193,702129,0,2016/3/15,1457971200,
146338156,702129,5,2017/6/3,1496419200,
146379719,702129,0,2017/8/10,1502294400,
146962300,702129,0,2015/12/17,1450281600,
146968127,702129,5,2016/7/18,1468771200,
146968127,702129,4,2016/7/18,1468771200,
147050554,702129,0,2016/7/18,1468771200,
147449116,702129,4,2019/11/3,1572710400,
147449116,702129,3,2019/11/3,1572710400,
147449116,702129,5,2019/11/3,1572710400,
147449116,702129,5,2019/11/7,1573056000,
147705884,702129,4,2016/6/13,1465747200,
147705884,702129,5,2016/6/13,1465747200,
147705884,702129,5,2017/6/8,1496851200,
147705884,702129,4,2017/6/8,1496851200,
147730842,702129,5,2015/6/25,1435161600,
147730842,702129,4,2015/6/25,1435161600,
147915255,702129,4,2015/8/4,1438617600,
147915255,702129,5,2015/8/12,1439308800,
148225647,702129,3,2014/5/5,1399219200,
148423482,702129,0,2016/11/29,1480348800,
148423482,702129,0,2017/3/20,1489939200,
148455791,702129,5,2016/11/14,1479052800,
148455791,702129,0,2017/5/2,1493654400,
148472698,702129,0,2014/4/18,1397750400,
148687229,702129,4,2014/5/5,1399219200,
149754922,702129,5,2019/4/23,1555948800,
149839279,702129,5,2014/10/11,1412956800,
149886706,702129,0,2014/10/27,1414339200,
150731615,702129,5,2018/7/13,1531411200,
150827135,702129,4,2015/3/11,1426003200,
150827135,702129,5,2015/3/11,1426003200,
150827135,702129,5,2016/11/2,1478016000,
150827135,702129,4,2016/11/2,1478016000,
150827135,702129,0,2016/11/3,1478102400,
151255411,702129,5,2017/12/30,1514563200,
151406830,702129,0,2017/3/27,1490544000,
151458318,702129,0,2017/4/10,1491753600,
151458318,702129,0,2017/4/11,1491840000,
151645665,702129,5,2015/9/8,1441641600,
151992883,702129,5,2015/4/27,1430064000,
152070316,702129,5,2015/3/25,1427212800,
152572220,702129,0,2016/11/15,1479139200,
152712148,702129,5,2018/6/17,1529164800,
153006144,702129,4,2019/4/29,1556467200,
153163555,702129,1,2019/8/21,1566316800,
153411588,702129,2,2015/8/21,1440086400,
153689470,702129,0,2016/1/20,1453219200,
153796657,702129,4,2015/8/25,1440432000,
153796657,702129,0,2015/8/25,1440432000,
154041603,702129,0,2018/11/30,1543507200,
154137167,702129,0,2017/3/31,1490889600,
154137167,702129,0,2017/4/5,1491321600,
154371286,702129,0,2016/12/15,1481731200,
154410473,702129,5,2015/4/29,1430236800,
154535452,702129,0,2015/3/28,1427472000,
155317003,702129,5,2015/10/9,1444320000,
155439082,702129,0,2017/10/16,1508083200,
155477580,702129,4,2016/11/20,1479571200,
155477580,702129,5,2016/11/20,1479571200,
155477580,702129,3,2016/11/20,1479571200,
155477580,702129,0,2016/11/22,1479744000,
155477580,702129,0,2016/11/24,1479916800,
155573968,702129,0,2017/5/30,1496073600,
155573968,702129,4,2017/5/30,1496073600,
155712249,702129,0,2014/10/12,1413043200,
156138076,702129,4,2016/8/25,1472054400,
156265371,702129,4,2016/6/16,1466006400,
156265371,702129,4,2016/7/4,1467561600,
156265371,702129,4,2016/8/24,1471968000,
156415861,702129,5,2016/6/3,1464883200,
156415861,702129,5,2018/12/28,1545926400,
156433008,702129,4,2015/10/16,1444924800,
156433008,702129,5,2015/11/17,1447689600,
157555378,702129,4,2016/11/6,1478361600,
157723082,702129,0,2014/9/16,1410796800,
157835565,702129,0,2014/9/4,1409760000,
157925288,702129,0,2016/11/15,1479139200,
158188640,702129,0,2017/9/24,1506182400,
158294350,702129,5,2016/10/5,1475596800,
158294350,702129,4,2016/10/5,1475596800,
158294350,702129,0,2016/10/8,1475856000,
158329081,702129,0,2016/9/7,1473177600,
158329081,702129,0,2017/6/16,1497542400,
158329081,702129,0,2017/9/4,1504454400,
158669021,702129,5,2018/3/28,1522166400,
158678454,702129,4,2015/3/13,1426176000,
158928832,702129,5,2016/8/26,1472140800,
158928832,702129,5,2016/8/27,1472227200,
158928832,702129,5,2016/9/1,1472659200,
158928832,702129,0,2017/7/12,1499788800,
159012293,702129,4,2015/10/29,1446048000,
159019595,702129,3,2019/6/10,1560096000,
159271520,702129,0,2017/4/28,1493308800,
159593550,702129,0,2016/11/6,1478361600,
159593550,702129,5,2016/11/6,1478361600,
159920056,702129,5,2016/10/6,1475683200,
160068692,702129,5,2015/1/16,1421337600,
160187612,702129,5,2014/10/7,1412611200,
160267296,702129,4,2015/3/5,1425484800,
160654216,702129,5,2015/4/3,1427990400,
160725252,702129,0,2016/4/13,1460476800,
161897102,702129,0,2016/11/4,1478188800,
163517626,702129,3,2018/4/8,1523116800,
163553417,702129,4,2015/8/25,1440432000,
163660012,702129,0,2016/11/9,1478620800,
163660012,702129,4,2016/11/25,1480003200,
163772299,702129,4,2015/8/25,1440432000,
164089530,702129,0,2015/4/25,1429891200,
164698473,702129,5,2015/7/11,1436544000,
165455562,702129,0,2014/11/7,1415289600,
165514976,702129,0,2014/12/3,1417536000,
165758353,702129,5,2016/11/23,1479830400,
165758353,702129,4,2016/11/23,1479830400,
165758353,702129,0,2017/2/10,1486656000,
165872453,702129,3,2017/1/2,1483286400,
166427412,702129,4,2015/9/18,1442505600,
166825918,702129,5,2016/6/15,1465920000,
166825918,702129,4,2016/6/15,1465920000,
166825918,702129,5,2016/6/25,1466784000,
166825918,702129,5,2016/7/4,1467561600,
166825918,702129,5,2016/8/24,1471968000,
167395366,702129,5,2018/4/6,1522944000,
167787976,702129,5,2015/1/9,1420732800,
168088275,702129,0,2017/12/29,1514476800,
169571303,702129,5,2015/5/9,1431100800,
169571303,702129,5,2015/8/6,1438790400,
170089164,702129,5,2016/8/8,1470585600,
170089164,702129,0,2016/8/8,1470585600,
170125781,702129,5,2018/8/20,1534694400,
170222701,702129,4,2015/1/10,1420819200,
170461993,702129,2,2019/6/5,1559664000,
171053234,702129,5,2018/4/6,1522944000,
171312053,702129,4,2015/8/21,1440086400,
171452726,702129,5,2015/1/11,1420905600,
171509261,702129,0,2015/1/20,1421683200,
171966579,702129,2,2016/6/17,1466092800,
172904926,702129,5,2016/6/21,1466438400,
172947040,702129,5,2015/2/3,1422892800,
173283530,702129,5,2017/5/3,1493740800,
173283530,702129,5,2017/6/11,1497110400,
173373414,702129,0,2015/1/29,1422460800,
173544029,702129,5,2015/8/21,1440086400,
173591945,702129,0,2016/2/16,1455552000,
173674525,702129,0,2017/3/30,1490803200,
173964978,702129,5,2015/11/11,1447171200,
173966299,702129,5,2015/3/17,1426521600,
174732075,702129,0,2016/12/22,1482336000,
174732075,702129,0,2017/9/4,1504454400,
174854441,702129,3,2018/3/23,1521734400,
174854441,702129,4,2018/3/23,1521734400,
174854441,702129,3,2018/3/27,1522080000,
174854441,702129,0,2018/4/12,1523462400,
175074233,702129,5,2015/4/2,1427904000,
175478349,702129,0,2017/5/31,1496160000,
176564552,702129,0,2019/4/22,1555862400,
176564552,702129,5,2019/4/22,1555862400,
177411293,702129,5,2015/3/24,1427126400,
177411293,702129,0,2015/3/31,1427731200,
177411293,702129,5,2015/6/18,1434556800,
177635427,702129,5,2015/9/1,1441036800,
177635427,702129,3,2015/9/20,1442678400,
178817694,702129,4,2015/4/2,1427904000,
179673224,702129,4,2015/7/27,1437926400,
179673224,702129,3,2015/8/14,1439481600,
180607028,702129,4,2015/9/17,1442419200,
180607028,702129,5,2015/9/17,1442419200,
180607028,702129,5,2015/10/29,1446048000,
181497286,702129,0,2017/6/22,1498060800,
181497701,702129,0,2017/6/9,1496937600,
181498505,702129,0,2017/6/9,1496937600,
181498505,702129,0,2017/6/16,1497542400,
181572820,702129,5,2015/11/24,1448294400,
181589499,702129,5,2016/8/27,1472227200,
181589499,702129,4,2016/8/27,1472227200,
181589499,702129,0,2016/8/27,1472227200,
181589499,702129,4,2016/8/28,1472313600,
181589499,702129,5,2016/8/29,1472400000,
181589499,702129,5,2016/10/10,1476028800,
181589499,702129,5,2017/6/6,1496678400,
181589499,702129,5,2018/3/26,1521993600,
181690645,702129,1,2015/7/27,1437926400,
181949541,702129,0,2015/4/16,1429113600,
182137494,702129,0,2015/4/23,1429718400,
182507704,702129,5,2015/10/22,1445443200,
182599750,702129,0,2017/10/28,1509120000,
182711367,702129,5,2016/10/10,1476028800,
182807649,702129,0,2017/11/30,1511971200,
183192635,702129,0,2016/5/4,1462291200,
183289006,702129,0,2016/8/25,1472054400,
183289006,702129,5,2016/8/25,1472054400,
183289006,702129,5,2016/8/26,1472140800,
183348870,702129,4,2017/8/28,1503849600,
184207493,702129,5,2017/6/13,1497283200,
184224847,702129,5,2016/4/7,1459958400,
184272205,702129,5,2015/5/6,1430841600,
184296019,702129,0,2015/5/11,1431273600,
184296019,702129,0,2015/5/14,1431532800,
184302853,702129,0,2017/6/22,1498060800,
184453468,702129,5,2015/8/22,1440172800,
185042848,702129,4,2015/5/15,1431619200,
185151851,702129,5,2016/6/26,1466870400,
185151851,702129,5,2016/6/27,1466956800,
185151851,702129,5,2016/7/12,1468252800,
185432120,702129,5,2015/8/7,1438876800,
185979315,702129,5,2016/11/13,1478966400,
186923195,702129,0,2015/5/28,1432742400,
186923195,702129,0,2015/7/24,1437667200,
187397727,702129,1,2019/9/2,1567353600,
187588656,702129,5,2015/5/31,1433001600,
187621505,702129,5,2015/8/13,1439395200,
187673188,702129,5,2018/4/8,1523116800,
188136881,702129,5,2016/3/24,1458748800,
188175790,702129,5,2015/6/5,1433433600,
188639972,702129,0,2017/4/16,1492272000,
188639972,702129,5,2017/6/5,1496592000,
188639972,702129,4,2017/6/5,1496592000,
188702730,702129,1,2016/1/2,1451664000,
188891855,702129,5,2017/6/4,1496505600,
189115045,702129,3,2015/6/16,1434384000,
189115045,702129,5,2015/6/17,1434470400,
189115045,702129,3,2015/6/17,1434470400,
189115045,702129,4,2015/6/17,1434470400,
189718212,702129,4,2015/9/15,1442246400,
189775787,702129,5,2018/10/19,1539878400,
189883141,702129,5,2015/6/20,1434729600,
190065489,702129,5,2015/10/12,1444579200,
190523721,702129,0,2017/3/24,1490284800,
191689216,702129,5,2015/9/4,1441296000,
191731239,702129,5,2015/7/26,1437840000,
192436118,702129,0,2016/12/23,1482422400,
192536049,702129,4,2016/11/30,1480435200,
192678340,702129,2,2015/7/19,1437235200,
192783044,702129,5,2015/8/6,1438790400,
192848225,702129,5,2015/7/16,1436976000,
193309867,702129,5,2015/7/24,1437667200,
193428973,702129,0,2018/4/18,1523980800,
193785504,702129,1,2015/7/27,1437926400,
195713405,702129,0,2017/9/20,1505836800,
196050394,702129,5,2015/9/29,1443456000,
197207120,702129,5,2015/8/8,1438963200,
197799761,702129,3,2015/10/2,1443715200,
198233287,702129,4,2015/8/15,1439568000,
198823613,702129,5,2015/8/17,1439740800,
198823848,702129,0,2017/4/18,1492444800,
199096316,702129,5,2017/6/5,1496592000,
199441396,702129,0,2016/12/8,1481126400,
199818822,702129,4,2017/6/6,1496678400,
200244515,702129,5,2016/7/9,1467993600,
200244515,702129,3,2016/7/9,1467993600,
200244515,702129,0,2016/7/19,1468857600,
200997242,702129,0,2018/10/17,1539705600,
201567838,702129,4,2016/6/14,1465833600,
201567838,702129,5,2016/6/14,1465833600,
